ID	MEANING	COGIDS	DOCULECT	SOURCE_ORIGINAL	SOURCE_ORTHOGRAPHIC	TOKENS_SOURCE	TOKENS	TONES	PMX	PMXTonePattern	TONE_GROUP	COMMENT	SOURCE
20680	PRICKLY PEAR CACTUS	564	XochapaMixtec	vi̠'ndá	vi̠'ndá	β i ¹ ʔ ⁿd a ⁵	β i ¹ ʔ ⁿd a ⁵	¹.⁵	wiᴸʔⁿdeᴸʔ	LLʔ	B2	NA	stark2013diccionario
20698	RAIN (PRECIPITATION)	586	XochapaMixtec	sa̠ví	sa̠ví	s a ¹ β i ⁵	s a ¹ β i ⁵	¹.⁵	saᴸwiᴸʔ	LLʔ	B2	NA	stark2013diccionario
20669	SALT	624	XochapaMixtec	ñi̠í	ñi̠í	ɲ i ¹ i ⁵	ɲ i ¹ i ⁵	¹.⁵	jɨᴸɨ̃ᴸʔ	LLʔ	B2	NA	stark2013diccionario
15306	SANDAL	631	XochapaMixtec	ndu̠xán	ndu̠xán	ⁿd u ¹ ʃ ã ⁵	ⁿd u ¹ ʃ ã ⁵	¹.⁵	ⁿdiᴸtʃẽᴸʔ	LLʔ	B2	NA	stark2013diccionario
19320	TAIL	635	XochapaMixtec	ndo'má	ndo'má	ⁿt o ³ ʔ m a ⁵	ⁿt o ³ ʔ m a ⁵	³.⁵	suᴸʔwẽᴸʔ	LLʔ	B2	irregular tones, expected 1.5	stark2013diccionario
16508	SNAKE	689	XochapaMixtec	ko̠ó	ko̠ó	k o ¹ o ⁵	k o ¹ o ⁵	¹.⁵	koᴸoᴸʔ	LLʔ	B2	NA	stark2013diccionario
20692	SOAP	690	XochapaMixtec	na̠má	na̠má	n a ¹ m a ⁵	n a ¹ m a ⁵	¹.⁵	naᴸwãᴸʔ	LLʔ	B2	NA	stark2013diccionario
20702	STONE OR ROCK	710	XochapaMixtec	yu̠ú	yu̠ú	j u ¹ u ⁵	j u ¹ u ⁵	¹.⁵	juᴸuᴸʔ	LLʔ	B2	NA	stark2013diccionario
20672	SUGAR CANE	734	XochapaMixtec	ndo̠ó	ndo̠ó	ⁿd o ¹ o ⁵	ⁿd o ¹ o ⁵	¹.⁵	ⁿdoᴸoᴸʔ	LLʔ	B2	NA	stark2013diccionario
20736	TASTY	755	XochapaMixtec	ya̠sín	ya̠sín	j a ¹ s ĩ ⁵	j a ¹ s ĩ ⁵	¹.⁵	aᴸsɨ̃ᴸʔ	LLʔ	B2	NA	stark2013diccionario
20664	TORTILLA	789	XochapaMixtec	xi̠tá	xi̠tá	ʃ i ¹ t a ⁵	ʃ i ¹ t a ⁵	¹.⁵	siᴸtaᴸʔ	LLʔ	B2	NA	stark2013diccionario
19200	WING	853	XochapaMixtec	ndi̠xín	ndi̠xín	ⁿd i ¹ ʃ ĩ ⁵	ⁿd i ¹ ʃ ĩ ⁵	¹.⁵	ⁿdiᴸtʃĩᴸ	LLʔ	B2	NA	stark2013diccionario
16845	ASH	5	YoloxochitlMixtec	ya¹a⁴	ya¹a⁴	j a ¹ a ⁵	j a ¹ a ⁵	¹.⁵	jaᴸaᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
20794	BACK	11	YoloxochitlMixtec	sa¹ta⁴	sa¹ta⁴	s a ¹ t a ⁵	s a ¹ t a ⁵	¹.⁵	?aᴸtaᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
21397	TORTILLA BASKET	19	YoloxochitlMixtec	ndo'¹o⁴	ndo'¹o⁴	ⁿd o ¹ ʔ o ⁵	ⁿd o ¹ ʔ o ⁵	¹.⁵	ⁿdoᴸʔoᴸ	LLʔ	B2	NA	amith2020yoloxochitl
7327	BEE	29	YoloxochitlMixtec	ñu¹ñu⁴	ñu¹ñu⁴	ɲ u ¹ ɲ u ⁵	ɲ u ¹ ɲ u ⁵	¹.⁵	juᴸjũᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
21291	BEESWAX	33	YoloxochitlMixtec	yu¹ma⁴	yu¹ma⁴	j u ¹ m a ⁵	j u ¹ m a ⁵	¹.⁵	juᴸwẽᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
20775	BLOOD	65	YoloxochitlMixtec	ni¹i⁴	ni¹i⁴	n i ¹ i ⁵	n i ¹ i ⁵	¹.⁵	nɨᴸjɨᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
17850	BOX OR CHEST	79	YoloxochitlMixtec	ṣatu	ṣatu	ʃ a ¹ t ũ ⁵	ʃ a ¹ t ũ ⁵	¹.⁵	tʃeᴸtũᴸʔ	LLʔ	B2	NA	josserand1983mixtec
16976	CHARCOAL	93	YoloxochitlMixtec	tu¹un⁴	tu¹un⁴	t u ¹ ũ ⁵	t u ¹ ũ ⁵	¹.⁵	tuᴸũᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
19323	CLOUD	120	YoloxochitlMixtec	bi¹ko⁴	bi¹ko⁴	β i ¹ k o ⁵	β i ¹ k o ⁵	¹.⁵	wiᴸkoᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
11512	CORN	141	YoloxochitlMixtec	nu¹ni⁴	nu¹ni⁴	n u ¹ n i ⁵	n u ¹ n i ⁵	¹.⁵	noᴸniᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
21284	COTTON	157	YoloxochitlMixtec	ka¹chi⁴	ka¹chi⁴	k a ¹ tʃ i ⁵	k a ¹ tʃ i ⁵	¹.⁵	kaᴸtiᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
21381	DAY (24 HOURS)	163	YoloxochitlMixtec	ki¹bi⁴	ki¹bi⁴	k i ¹ β i ⁵	k i ¹ β i ⁵	¹.⁵	kɨᴸwɨᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
6518	HAWK	192	YoloxochitlMixtec	ta¹su'⁴u⁴	ta¹su'⁴u⁴	t a ¹ s u ⁵ ʔ u ⁵	t a ¹ s u ⁵ ʔ u ⁵	¹.⁵	tasũʔ	LLʔ	B2	NA	amith2020yoloxochitl
14625	EGG	204	YoloxochitlMixtec	ndi¹bi⁴	ndi¹bi⁴	ⁿd i ¹ β i ⁵	ⁿd i ¹ β i ⁵	¹.⁵	ⁿdɨᴸwɨᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
20779	FACE	210	YoloxochitlMixtec	nu¹⁴u³	nu¹⁴u³	n u ¹⁵ u ³	n u ¹⁵ u ³	¹⁵.³	nuᴸuᴸʔ	LLʔ	B2	irregular tones, expected 1.5	amith2020yoloxochitl
20799	FOOT	258	YoloxochitlMixtec	saʔa	saʔa	ʃ a ¹ ʔ a ⁵	ʃ a ¹ ʔ a ⁵	¹.⁵	tʃeᴸʔeᴸ	LLʔ	B2	NA	josserand1983mixtec
16156	GRIDDLE	310	YoloxochitlMixtec	šio	šio	ʃ i ¹ j o ⁵	ʃ i ¹ j o ⁵	¹.⁵	tʃiᴸjoᴸʔ	LLʔ	B2	NA	josserand1983mixtec
20802	MEDICINE	424	YoloxochitlMixtec	ta¹tan⁴	ta¹tan⁴	t a ¹ t ã ⁵	t a ¹ t ã ⁵	¹.⁵	taᴸtãᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
19202	MOON	430	YoloxochitlMixtec	yo¹o⁴	yo¹o⁴	j o ¹ o ⁵	j o ¹ o ⁵	¹.⁵	joᴸoᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
15553	MUSHROOM	455	YoloxochitlMixtec	xi'¹i⁴	xi'¹i⁴	ʃ i ¹ ʔ i ⁵	ʃ i ¹ ʔ i ⁵	¹.⁵	tʃiᴸʔiᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
20789	NECK	465	YoloxochitlMixtec	su¹kun⁴	su¹kun⁴	s u ¹ k ũ ⁵	s u ¹ k ũ ⁵	¹.⁵	suᴸkũᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
20787	NOSE	496	YoloxochitlMixtec	is¹tin⁴	is¹tin⁴	i ¹ s t ĩ ⁵	i ¹ s t ĩ ⁵	¹.⁵	siᴸtĩᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
17463	PLATE	545	YoloxochitlMixtec	ko'¹o⁴	ko'¹o⁴	k o ¹ ʔ o ⁵	k o ¹ ʔ o ⁵	¹.⁵	koᴸʔoᴸ	LLʔ	B2	NA	amith2020yoloxochitl
15074	PRICKLY PEAR CACTUS	564	YoloxochitlMixtec	mi'¹nda⁴	mi'¹nda⁴	m i ¹ ʔ ⁿd a ⁵	m i ¹ ʔ ⁿd a ⁵	¹.⁵	wiᴸʔⁿdeᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
21270	RAIN (PRECIPITATION)	586	YoloxochitlMixtec	sa¹bi⁴	sa¹bi⁴	s a ¹ β i ⁵	s a ¹ β i ⁵	¹.⁵	saᴸwiᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
13547	SALT	624	YoloxochitlMixtec	i¹in⁴	i¹in⁴	i ¹ ĩ ⁵	i ¹ ĩ ⁵	¹.⁵	jɨᴸɨ̃ᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
20811	SANDAL	631	YoloxochitlMixtec	ndi¹xan⁴	ndi¹xan⁴	ⁿd i ¹ ʃ ã ⁵	ⁿd i ¹ ʃ ã ⁵	¹.⁵	ⁿdiᴸtʃẽᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
10428	TAIL	635	YoloxochitlMixtec	su'¹ma⁴	su'¹ma⁴	s u ¹ ʔ m a ⁵	s u ¹ ʔ m a ⁵	¹.⁵	suᴸʔwẽᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
6075	SNAKE	689	YoloxochitlMixtec	ko¹o⁴	ko¹o⁴	k o ¹ o ⁵	k o ¹ o ⁵	¹.⁵	koᴸoᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
18990	SOAP	690	YoloxochitlMixtec	na¹ma⁴	na¹ma⁴	n a ¹ m a ⁵	n a ¹ m a ⁵	¹.⁵	naᴸwãᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
21282	STONE OR ROCK	710	YoloxochitlMixtec	yu¹u⁴	yu¹u⁴	j u ¹ u ⁵	j u ¹ u ⁵	¹.⁵	juᴸuᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
14038	SUGAR CANE	734	YoloxochitlMixtec	ndo¹o⁴	ndo¹o⁴	ⁿd o ¹ o ⁵	ⁿd o ¹ o ⁵	¹.⁵	ⁿdoᴸoᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
21353	TASTY	755	YoloxochitlMixtec	asi̧	asi̧	j a ¹ s ĩ ⁵	j a ¹ s ĩ ⁵	¹.⁵	aᴸsɨ̃ᴸʔ	LLʔ	B2	NA	josserand1983mixtec
12248	TORTILLA	789	YoloxochitlMixtec	is¹ta⁴	is¹ta⁴	i ¹ s t a ⁵	i ¹ s t a ⁵	¹.⁵	siᴸtaᴸʔ	LLʔ	B2	NA	amith2020yoloxochitl
10204	WING	853	YoloxochitlMixtec	ndi¹xin⁴	ndi¹xin⁴	ⁿd i ¹ ʃ ĩ ⁵	ⁿd i ¹ ʃ ĩ ⁵	¹.⁵	ⁿdiᴸtʃĩᴸ	LLʔ	B2	NA	amith2020yoloxochitl
10551	ASH	5	YucunaniMixtec	yàá	yàá	j a ¹ a ⁵	j a ¹ a ⁵	¹.⁵	jaᴸaᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21424	BACK	11	YucunaniMixtec	sàtǎ	sàtǎ	s a ¹ t a ¹⁵	s a ¹ t a ¹⁵	¹.¹⁵	?aᴸtaᴸʔ	LLʔ	B2	NA	salazar2020yucunani
11190	BASKET	19	YucunaniMixtec	ntò'ǒ	ntò'ǒ	ⁿd o ¹ ʔ o ¹⁵	ⁿd o ¹ ʔ o ¹⁵	¹.¹⁵	ⁿdoᴸʔoᴸ	LLʔ	B2	NA	salazar2020yucunani
21455	BEE	29	YucunaniMixtec	ñùñǔ	ñùñǔ	ɲ u ¹ ɲ u ¹⁵	ɲ u ¹ ɲ u ¹⁵	¹.¹⁵	juᴸjũᴸʔ	LLʔ	B2	NA	salazar2020yucunani
13793	BEESWAX	33	YucunaniMixtec	ñùmǎ	ñùmǎ	ɲ u ¹ m a ¹⁵	ɲ u ¹ m a ¹⁵	¹.¹⁵	juᴸwẽᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21412	BLOOD	65	YucunaniMixtec	nìí	nìí	n i ¹ i ⁵	n i ¹ i ⁵	¹.⁵	nɨᴸjɨᴸʔ	LLʔ	B2	NA	salazar2020yucunani
11395	BOX OR CHEST	79	YucunaniMixtec	tsàtǔ	tsàtǔ	ts a ¹ t u ¹⁵	ts a ¹ t u ¹⁵	¹.¹⁵	tʃeᴸtũᴸʔ	LLʔ	B2	NA	salazar2020yucunani
10671	CHARCOAL	93	YucunaniMixtec	tùún	tùún	t ũ ¹ ũ ⁵	t ũ ¹ ũ ⁵	¹.⁵	tuᴸũᴸʔ	LLʔ	B2	NA	salazar2020yucunani
12171	CLOUD	120	YucunaniMixtec	vìkǒ	vìkǒ	β i ¹ k o ¹⁵	β i ¹ k o ¹⁵	¹.¹⁵	wiᴸkoᴸʔ	LLʔ	B2	NA	salazar2020yucunani
7215	CORN	141	YucunaniMixtec	nùnǐ	nùnǐ	n u ¹ n i ¹⁵	n u ¹ n i ¹⁵	¹.¹⁵	noᴸniᴸʔ	LLʔ	B2	NA	salazar2020yucunani
13267	COTTON	157	YucunaniMixtec	kàchǐ	kàchǐ	k a ¹ tʃ i ¹⁵	k a ¹ tʃ i ¹⁵	¹.¹⁵	kaᴸtiᴸʔ	LLʔ	B2	NA	salazar2020yucunani
19114	DAY (24 HOURS)	163	YucunaniMixtec	kìí	kìí	k i ¹ i ⁵	k i ¹ i ⁵	¹.⁵	kɨᴸwɨᴸʔ	LLʔ	B2	NA	salazar2020yucunani
9133	EGG	204	YucunaniMixtec	ntìvǐ	ntìvǐ	ⁿd i ¹ β i ¹⁵	ⁿd i ¹ β i ¹⁵	¹.¹⁵	ⁿdɨᴸwɨᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21415	FACE	210	YucunaniMixtec	nùú	nùú	n u ¹ u ⁵	n u ¹ u ⁵	¹.⁵	nuᴸuᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21427	FOOT	258	YucunaniMixtec	tsà'ǎ	tsà'ǎ	ts a ¹ ʔ a ¹⁵	ts a ¹ ʔ a ¹⁵	¹.¹⁵	tʃeᴸʔeᴸ	LLʔ	B2	NA	salazar2020yucunani
10085	GRIDDLE	310	YucunaniMixtec	tsìǒ	tsìǒ	ts i ¹ o ¹⁵	ts i ¹ o ¹⁵	¹.¹⁵	tʃiᴸjoᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21429	MEDICINE	424	YucunaniMixtec	tàtǎ	tàtǎ	t a ¹ t a ¹⁵	t a ¹ t a ¹⁵	¹.¹⁵	taᴸtãᴸʔ	LLʔ	B2	NA	salazar2020yucunani
12082	MOON	430	YucunaniMixtec	yòó	yòó	j o ¹ o ⁵	j o ¹ o ⁵	¹.⁵	joᴸoᴸʔ	LLʔ	B2	NA	salazar2020yucunani
9875	MUSHROOM	455	YucunaniMixtec	tsì'ǐ	tsì'ǐ	ts i ¹ ʔ i ¹⁵	ts i ¹ ʔ i ¹⁵	¹.¹⁵	tʃiᴸʔiᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21421	NECK	465	YucunaniMixtec	sùkǔ	sùkǔ	s u ¹ k u ¹⁵	s u ¹ k u ¹⁵	¹.¹⁵	suᴸkũᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21420	NOSE	496	YucunaniMixtec	xìchǐ	xìchǐ	ʃ i ¹ tʃ i ¹⁵	ʃ i ¹ tʃ i ¹⁵	¹.¹⁵	siᴸtĩᴸʔ	LLʔ	B2	NA	salazar2020yucunani
11015	PLATE	545	YucunaniMixtec	kò'ǒ	kò'ǒ	k o ¹ ʔ o ¹⁵	k o ¹ ʔ o ¹⁵	¹.¹⁵	koᴸʔoᴸ	LLʔ	B2	NA	salazar2020yucunani
9637	PRICKLY PEAR CACTUS	564	YucunaniMixtec	mì'nchǎ	mì'nchǎ	m i ¹ ʔ ⁿdʃ a ¹⁵	m i ¹ ʔ ⁿdʃ a ¹⁵	¹.¹⁵	wiᴸʔⁿdeᴸʔ	LLʔ	B2	NA	salazar2020yucunani
12592	RAIN (PRECIPITATION)	586	YucunaniMixtec	sàvǐ	sàvǐ	s a ¹ β i ¹⁵	s a ¹ β i ¹⁵	¹.¹⁵	saᴸwiᴸʔ	LLʔ	B2	NA	salazar2020yucunani
8478	SALT	624	YucunaniMixtec	ìín	ìín	i ¹ ĩ ⁵	i ¹ ĩ ⁵	¹.⁵	jɨᴸɨ̃ᴸʔ	LLʔ	B2	NA	salazar2020yucunani
21436	SANDAL	631	YucunaniMixtec	ntsìtsǎ	ntsìtsǎ	ⁿds i ¹ ts a ¹⁵	ⁿds i ¹ ts a ¹⁵	¹.¹⁵	ⁿdiᴸtʃẽᴸʔ	LLʔ	B2	sibilant harmony, expected ⁿdʃ	salazar2020yucunani
21449	SNAKE	689	YucunaniMixtec	kòó	kòó	k o ¹ o ⁵	k o ¹ o ⁵	¹.⁵	koᴸoᴸʔ	LLʔ	B2	NA	salazar2020yucunani
13161	STONE OR ROCK	710	YucunaniMixtec	yùú	yùú	j u ¹ u ⁵	j u ¹ u ⁵	¹.⁵	juᴸuᴸʔ	LLʔ	B2	NA	salazar2020yucunani
8809	SUGAR CANE	734	YucunaniMixtec	ntòó	ntòó	ⁿd o ¹ o ⁵	ⁿd o ¹ o ⁵	¹.⁵	ⁿdoᴸoᴸʔ	LLʔ	B2	NA	salazar2020yucunani
17467	TASTY	755	YucunaniMixtec	àsǐ	àsǐ	a ¹ s i ¹⁵	a ¹ s i ¹⁵	¹.¹⁵	aᴸsɨ̃ᴸʔ	LLʔ	B2	NA	salazar2020yucunani
7672	TORTILLA	789	YucunaniMixtec	stàá	stàá	s t a ¹ a ⁵	s t a ¹ a ⁵	¹.⁵	siᴸtaᴸʔ	LLʔ	B2	NA	salazar2020yucunani
6173	WING	853	YucunaniMixtec	ntsìtsǐ	ntsìtsǐ	ⁿds i ¹ ts i ¹⁵	ⁿds i ¹ ts i ¹⁵	¹.¹⁵	ⁿdiᴸtʃĩᴸ	LLʔ	B2	sibilant harmony, expected ⁿdʃ	salazar2020yucunani
20624	BLOOD	65	YucuquimiOcampoMixtec	ɲi¹i¹	ɲi¹i¹	ɲ i ¹ i ¹	ɲ i ¹ i ¹	¹.¹	nɨᴸjɨᴸʔ	LLʔ	B2	NA	swanton2020observaciones
10920	CORN	141	YucuquimiOcampoMixtec	no¹ni¹	no¹ni¹	n o ¹ n i ¹	n o ¹ n i ¹	¹.¹	noᴸniᴸʔ	LLʔ	B2	NA	swanton2020observaciones
18321	COTTON	157	YucuquimiOcampoMixtec	ka¹ʧi¹	ka¹ʧi¹	k a ¹ tʃ i ¹	k a ¹ tʃ i ¹	¹.¹	kaᴸtiᴸʔ	LLʔ	B2	NA	swanton2020observaciones
14047	GRIDDLE	310	YucuquimiOcampoMixtec	ʃo¹o¹	ʃo¹o¹	ʃ o ¹ o ¹	ʃ o ¹ o ¹	¹.¹	tʃiᴸjoᴸʔ	LLʔ	B2	NA	swanton2020observaciones
16047	MOON	430	YucuquimiOcampoMixtec	jo¹o¹	jo¹o¹	j o ¹ o ¹	j o ¹ o ¹	¹.¹	joᴸoᴸʔ	LLʔ	B2	NA	swanton2020observaciones
17969	STONE OR ROCK	710	YucuquimiOcampoMixtec	jy¹y¹	jy¹y¹	j ʉ ¹ ʉ ¹	j u ¹ u ¹	¹.¹	juᴸuᴸʔ	LLʔ	B2	NA	swanton2020observaciones
232	FOUR	260	AlacatlatzalaMixtec	ko̠mi̠	ko̠mi̠	k o ¹ m i ¹	k o ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	zylstra2012gramatica
5467	FOUR	260	CahuatacheMixtec	kūmī	kūmī	k u ³ m i ³	k u ³ m i ³	³.³	koᴸwĩʔ	LLʔ	B2 (NUM)	irregular, expected komi	durr1987preliminary
20345	FOUR	260	ChalcatongoHidalgoMixtec	kũũ̀	kũũ̀	k ũ ³ ũ ³	k ũ ³ ũ ³	³.³	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	macaulay1996grammar
13948	FOUR	260	CoicoyanlasFloresMixtec	kù̧mī̧	kù̧mī̧	k ũ ¹ m ĩ ³	k ũ ¹ m ĩ ³	¹.³	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	josserand1983mixtec
3040	FOUR	260	ElJicaralMixtec	ko̠mí	ko̠mí	k o ¹ m i ⁵	k o ¹ m i ⁵	¹.⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	irregular, expected kumi	Emily John-Martin
22222	FOUR	260	IxpantepecNievesMixtec	kòmì	kòmì	k o ¹ m i ¹	k o ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	carroll2015ixpantepec
18805	FOUR	260	LaBateaMixtec	kùmǐ	kùmǐ	k u ¹ m i ¹⁵	k u ¹ m i ¹⁵	¹.¹⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	oxnard2020
3772	FOUR	260	MagdalenaPenascoMixtec	kuùn	kuùn	k ũ ³ ũ ¹	k ũ ³ ũ ¹	³.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	irregular, expected kumi	hollenbach2017diccionario
19592	FOUR	260	PiedraAzulMixtec	kòmǐ	kòmǐ	k o ¹ m i ¹⁵	k o ¹ m i ¹⁵	¹.¹⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	oxnard2020
874	FOUR	260	SanAgustinChayucoMixtec	kùmì	kùmì	k u ¹ m i ¹	k u ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	durr1987preliminary
21517	FOUR	260	SanAndresYutatioMixtec	komi̠	komi̠	k o ³ m i ¹	k o ³ m i ¹	³.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	williams2017diccionario
14299	FOUR	260	SanEstebanAtatlahucaMixtec	cuūn	cuūn	k ũ ³ ũ ¹	k ũ ³ ũ ¹	³.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	alexander1980gramatica
16820	FOUR	260	SanJeronimoProgresoMixtec	komi	komi	k o ¹ m i ¹	k o ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	shields1988syntactic
3926	FOUR	260	SanJeronimoXayacatlanMixtec	kùmì	kùmì	k u ¹ m i ¹	k u ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	durr1987preliminary
13889	FOUR	260	SanJuanCoatzospamMixtec	kɨ́mī	kɨ́mī	k ɨ ⁵ m i ¹	k ɨ ⁵ m i ¹	⁵.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	irregular, expected komi or kumi	small1990syntactic
1750	FOUR	260	SanJuanColoradoMixtec	cumi	cumi	k u ³ m i ³	k u ³ m i ³	³.³	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	stark1986diccionario
19390	FOUR	260	SanJuanMixtepecMixtec	kùmǐ	kùmǐ	k u ¹ m i ¹⁵	k u ¹ m i ¹⁵	¹.¹⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	durr1987preliminary
16106	FOUR	260	SanMarcoslaFlorMixtec	kòjmǐ	kòjmǐ	k o ¹ h m i ¹⁵	k o ¹ h m i ¹⁵	¹.¹⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	oxnard2020
19670	FOUR	260	SanMartinDuraznosMixtec	kòmì	kòmì	k o ¹ m i ¹	k o ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	hernandez2020san-martin
6424	FOUR	260	SanMiguelElGrandeMixtec	ku̧ū̧	ku̧ū̧	k ũ ³ ũ ¹	k ũ ³ ũ ¹	³.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	josserand1983mixtec
13326	FOUR	260	SanPedroMolinosMixtec	kù̧ù̧	kù̧ù̧	k ũ ¹ ũ ¹	k ũ ¹ ũ ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	durr1987preliminary
19681	FOUR	260	SanSebastianMonteMixtec	kòmì	kòmì	k o ¹ m i ¹	k o ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	oxnard2020
11685	FOUR	260	SantaMariaJicaltepecMixtec	kúmí	kúmí	k u ⁵ m i ⁵	k u ⁵ m i ⁵	⁵.⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	durr1987preliminary
14004	FOUR	260	SantaMariaPenolesMixtec	kúmí	kúmí	k u ⁵ m i ⁵	k u ⁵ m i ⁵	⁵.⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	durr1987preliminary
12494	FOUR	260	SantaMariaYucuhitiMixtec	kù̧mì̧	kù̧mì̧	k ũ ¹ m ĩ ¹	k ũ ¹ m ĩ ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	josserand1983mixtec
18197	FOUR	260	SantaMariaYucunicocoMixtec	kù̧mí̧	kù̧mí̧	k ũ ¹ m ĩ ⁵	k ũ ¹ m ĩ ⁵	¹.⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	josserand1983mixtec
7017	FOUR	260	SantiagoCacaloxtepecMixtec	kòmì̧	kòmì̧	k o ¹ m ĩ ¹	k o ¹ m ĩ ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	durr1987preliminary
14088	FOUR	260	SantiagoJamiltepecMixtec	kumi	kumi	k u ¹ m i ¹	k u ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	johnson1988syntactic
10149	FOUR	260	SantiagoNuyooMixtec	kù̧mì̧	kù̧mì̧	k ũ ¹ m ĩ ¹	k ũ ¹ m ĩ ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	josserand1983mixtec
22057	FOUR	260	SantiagoYosonduaMixtec	kūun	kūun	k ũ ³ ũ ¹	k ũ ³ ũ ¹	³.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	farris1992syntactic
21086	FOUR	260	SantoDomingoHuendioMixtec	kũ̄ũ̀	kũ̄ũ̀	k ũ ³ ũ ¹	k ũ ³ ũ ¹	³.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	Becerra Roldan p.c.
13782	FOUR	260	SantoTomasOcotepecMixtec	kumi	kumi	k u ¹ m i ¹	k u ¹ m i ¹	¹.¹	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	alexander1988syntactic
10877	FOUR	260	TepangoMixtec	kumīh	kumīh	k u ¹ m i ³ ʔ	k u ¹ m i ³ ʔ	¹.³	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	hills1990syntactic
6753	FOUR	260	TlahuapaMixtec	kòmí	kòmí	k o ¹ m i ⁵	k o ¹ m i ⁵	¹.⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	reyes-basurto2020tlahuapa
20715	FOUR	260	XochapaMixtec	ku̠mí	ku̠mí	k u ¹ m i ⁵	k u ¹ m i ⁵	¹.⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	stark2013diccionario
21313	FOUR	260	YoloxochitlMixtec	ku¹mi⁴	ku¹mi⁴	k u ¹ m i ⁵	k u ¹ m i ⁵	¹.⁵	koᴸwĩʔ	LLʔ	B2 (NUM)	NA	amith2020yoloxochitl
