ID	MEANING	COGIDS	DOCULECT	SOURCE_ORIGINAL	SOURCE_ORTHOGRAPHIC	TOKENS_SOURCE	TOKENS	TONES	PMX	PMXTonePattern	TONE_GROUP	COMMENT	SOURCE
4781	RICH	599	AlacatlatzalaMixtec	kuíká	kuíká	kʷ i ⁵ k a ⁵	kʷ i ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	zylstra2012gramatica
6434	RICH	599	ChalcatongoHidalgoMixtec	kúká	kúká	k u ⁵ k a ⁵	k u ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	macaulay1996grammar
3050	RICH	599	ElJicaralMixtec	kuíka	kuíka	kʷ i ⁵ k a ³	kʷ i ⁵ k a ³	⁵.³	kʷikaʔ	NA	A?	NA	Emily John-Martin
22262	RICH	599	IxpantepecNievesMixtec	kuíká	kuíká	kʷ i ⁵ k a ⁵	kʷ i ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	carroll2015ixpantepec
5965	RICH	599	LaBateaMixtec	kwíka	kwíka	kʷ i ⁵ k a ³	kʷ i ⁵ k a ³	⁵.³	kʷikaʔ	NA	A?	NA	oxnard2020
3783	RICH	599	MagdalenaPenascoMixtec	kúká	kúká	k u ⁵ k a ⁵	k u ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	hollenbach2017diccionario
19645	RICH	599	PiedraAzulMixtec	kuíjka	kuíjka	kʷ i ⁵ h k a ³	kʷ i ⁵ h k a ³	⁵.³	kʷikaʔ	NA	A?	NA	oxnard2020
21527	RICH	599	SanAndresYutatioMixtec	kuíká	kuíká	kʷ i ⁵ k a ⁵	kʷ i ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	williams2017diccionario
15474	RICH	599	SanEstebanAtatlahucaMixtec	cúcá	cúcá	k u ⁵ k a ⁵	k u ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	alexander1980gramatica
17827	RICH	599	SanJeronimoProgresoMixtec	kwiká	kwiká	kʷ i ¹ k a ⁵	kʷ i ¹ k a ⁵	¹.⁵	kʷikaʔ	NA	A?	NA	shields1988syntactic
7353	RICH	599	SanJuanColoradoMixtec	cúcá	cúcá	k u ⁵ k a ⁵	k u ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	stark1986diccionario
17248	RICH	599	SanMarcoslaFlorMixtec	kuíka	kuíka	kʷ i ⁵ k a ³	kʷ i ⁵ k a ³	⁵.³	kʷikaʔ	NA	A?	NA	oxnard2020
19718	RICH	599	SanMartinDuraznosMixtec	kuíká	kuíká	kʷ i ⁵ k a ⁵	kʷ i ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	hernandez2020san-martin
19722	RICH	599	SanSebastianMonteMixtec	kuíká	kuíká	kʷ i ⁵ k a ⁵	kʷ i ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	oxnard2020
21090	RICH	599	SantoDomingoHuendioMixtec	tèkʷīkā	kʷīkā	kʷ i ³ k a ³	kʷ i ³ k a ³	³.³	kʷikaʔ	NA	A?	NA	Becerra Roldan p.c.
14948	RICH	599	SantoTomasOcotepecMixtec	kwiká	kwiká	kʷ i ¹ k a ⁵	kʷ i ¹ k a ⁵	¹.⁵	kʷikaʔ	NA	A?	NA	alexander1988syntactic
11588	RICH	599	TepangoMixtec	vīkāh	vīkāh	β i ³ k a ³ ʔ	β i ³ k a ³ ʔ	³.³	kʷikaʔ	NA	A?	NA	hills1990syntactic
8225	RICH	599	TlahuapaMixtec	kwíká	kwíká	kʷ i ⁵ k a ⁵	kʷ i ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	reyes-basurto2020tlahuapa
20725	RICH	599	XochapaMixtec	kuíká	kuíká	kʷ i ⁵ k a ⁵	kʷ i ⁵ k a ⁵	⁵.⁵	kʷikaʔ	NA	A?	NA	stark2013diccionario
21331	RICH	599	YoloxochitlMixtec	bi⁴ka³	bi⁴ka³	β i ⁵ k a ³	β i ⁵ k a ³	⁵.³	kʷikaʔ	NA	A?	NA	amith2020yoloxochitl
16398	RICH	599	YucunaniMixtec	kuíka	kuíka	kʷ i ⁵ k a ³	kʷ i ⁵ k a ³	⁵.³	kʷikaʔ	NA	A?	NA	salazar2020yucunani
13810	HALF	314	AlacatlatzalaMixtec	sava	sava	s a ³ β a ³	s a ³ β a ³	³.³	saᴴwaᴴ	HH	A1	NA	zylstra2012gramatica
6184	HOUSE	363	AlacatlatzalaMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	zylstra2012gramatica
223	LIGHTNING	388	AlacatlatzalaMixtec	taxa	taxa	t a ³ ʃ a ³	t a ³ ʃ a ³	³.³	taᴴtʃaᴴ	HH	A1	NA	zylstra2012gramatica
13399	NEAR	459	AlacatlatzalaMixtec	yatin	yatin	j a ³ t ĩ ³	j a ³ t ĩ ³	³.³	jeᴴtĩᴴ	HH	A1	NA	zylstra2012gramatica
244	NOW OR TODAY	501	AlacatlatzalaMixtec	vitin	vitin	β i ³ t ĩ ³	β i ³ t ĩ ³	³.³	wiᴴtĩᴴ	HH	A1	NA	zylstra2012gramatica
230	ONE	507	AlacatlatzalaMixtec	ñii	ñii	ɲ i ³ i ³	ɲ i ³ i ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	zylstra2012gramatica
12709	SMALL (SINGULAR)	674	AlacatlatzalaMixtec	lo'o	lo'o	l o ³ ʔ o ³	l o ³ ʔ o ³	³.³	luᴴʔuᴴ	HH	A1	NA	zylstra2012gramatica
5315	UGLY	812	AlacatlatzalaMixtec	kini	kini	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	zylstra2012gramatica
248	WHEN	840	AlacatlatzalaMixtec	ama	ama	a ³ m a ³	a ³ m a ³	³.³	aᴴwãᴴ	HH	A1	NA	zylstra2012gramatica
229	WHITE	843	AlacatlatzalaMixtec	yaa	yaa	j a ³ a ³	j a ³ a ³	³.³	jaᴴaᴴ	HH	A1	NA	zylstra2012gramatica
246	WORKING OR WORK	870	AlacatlatzalaMixtec	chiño	chiño	tʃ i ³ ɲ o ³	tʃ i ³ ɲ o ³	³.³	tiᴴjõᴴ	HH	A1	NA	zylstra2012gramatica
9154	LIGHTNING	388	AlcozaucaGuerreroMixtec	ta³ʃa³	ta³ʃa³	t a ³ ʃ a ³	t a ³ ʃ a ³	³.³	taᴴtʃaᴴ	HH	A1	NA	swanton2020observaciones
11891	NEAR	459	AlcozaucaGuerreroMixtec	ja³ʧĩ³	ja³ʧĩ³	j a ³ tʃ ĩ ³	j a ³ tʃ ĩ ³	³.³	jeᴴtĩᴴ	HH	A1	NA	swanton2020observaciones
4791	NOW OR TODAY	501	AlcozaucaGuerreroMixtec	bi³ʧi³	bi³ʧi³	β i ³ tʃ i ³	β i ³ tʃ i ³	³.³	wiᴴtĩᴴ	HH	A1	NA	swanton2020observaciones
13406	WHEN	840	AlcozaucaGuerreroMixtec	a³ma³	a³ma³	a ³ m a ³	a ³ m a ³	³.³	aᴴwãᴴ	HH	A1	NA	swanton2020observaciones
493	WORKING OR WORK	870	AlcozaucaGuerreroMixtec	ʧi³ɲu³	ʧi³ɲu³	tʃ i ³ ɲ u ³	tʃ i ³ ɲ u ³	³.³	tiᴴjõᴴ	HH	A1	NA	swanton2020observaciones
4964	HOUSE	363	CahuatacheMixtec	wēʔē	wēʔē	w e ³ ʔ e ³	w e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	durr1987preliminary
7811	NOW OR TODAY	501	CahuatacheMixtec	wītnī	wītnī	w i ³ tⁿ i ³	w i ³ tⁿ i ³	³.³	wiᴴtĩᴴ	HH	A1	NA	durr1987preliminary
19227	ONE	507	CahuatacheMixtec	í̧í̧	í̧í̧	ĩ ⁵ ĩ ⁵	ĩ ⁵ ĩ ⁵	⁵.⁵	ɨᴴɨ̃ᴴ	HH	A1	NA	durr1987preliminary
6314	SMALL (SINGULAR)	674	CahuatacheMixtec	lōʔō	lōʔō	l o ³ ʔ o ³	l o ³ ʔ o ³	³.³	luᴴʔuᴴ	HH	A1	NA	durr1987preliminary
4590	WORKING OR WORK	870	CahuatacheMixtec	čīñō	čīñō	tʃ i ³ ɲ o ³	tʃ i ³ ɲ o ³	³.³	tiᴴjõᴴ	HH	A1	NA	durr1987preliminary
7812	HALF	314	ChalcatongoHidalgoMixtec	saʔba	saʔba	s a ³ ʔ β a ³	s a ³ ʔ β a ³	³.³	saᴴwaᴴ	HH	A1	NA	macaulay1996grammar
11767	HOUSE	363	ChalcatongoHidalgoMixtec	beʔe	beʔe	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	macaulay1996grammar
20325	LIGHTNING	388	ChalcatongoHidalgoMixtec	taxa	taxa	t a ³ x a ³	t a ³ x a ³	³.³	taᴴtʃaᴴ	HH	A1	NA	macaulay1996grammar
595	NEAR	459	ChalcatongoHidalgoMixtec	žani	žani	ʒ a ³ n i ³	ʒ a ³ n i ³	³.³	jeᴴtĩᴴ	HH	A1	NA	macaulay1996grammar
20369	NOW OR TODAY	501	ChalcatongoHidalgoMixtec	bína	bína	β i ⁵ n a ³	β i ⁵ n a ³	⁵.³	wiᴴtĩᴴ	HH	A1	irregular tones, expected 3.3	macaulay1996grammar
20340	ONE	507	ChalcatongoHidalgoMixtec	ɨ́ɨ́	ɨ́ɨ́	ɨ ⁵ ɨ ⁵	ɨ ⁵ ɨ ⁵	⁵.⁵	ɨᴴɨ̃ᴴ	HH	A1	NA	macaulay1996grammar
20378	WORKING OR WORK	870	ChalcatongoHidalgoMixtec	tĩũ	tĩũ	t ĩ ³ ũ ³	t ĩ ³ ũ ³	³.³	tiᴴjõᴴ	HH	A1	irregular, expected tiɲu	macaulay1996grammar
7420	YESTERDAY	879	ChalcatongoHidalgoMixtec	íkú	íkú	i ⁵ k u ⁵	i ⁵ k u ⁵	⁵.⁵	iᴴkuᴴ	HH	A1	irregular tones, expected 3.3	macaulay1996grammar
16309	NEAR	459	CoicoyanlasFloresMixtec	žāčī̧	žāčī̧	ʒ a ³ tʃ ĩ ³	ʒ a ³ tʃ ĩ ³	³.³	jeᴴtĩᴴ	HH	A1	NA	josserand1983mixtec
16190	UGLY	812	CoicoyanlasFloresMixtec	kíní̧	kíní̧	k i ⁵ n ĩ ⁵	k i ⁵ n ĩ ⁵	⁵.⁵	kiᴴniᴴ	HH	A1	irregular tones, expected 3.3	josserand1983mixtec
11668	CAT	87	ElJicaralMixtec	chítu	chítu	tʃ i ⁵ t u ³	tʃ i ⁵ t u ³	⁵.³	NA	HH	A1		Emily John-Martin
3082	HALF	314	ElJicaralMixtec	sava	sava	s a ³ β a ³	s a ³ β a ³	³.³	saᴴwaᴴ	HH	A1	NA	Emily John-Martin
8725	HOUSE	363	ElJicaralMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	Emily John-Martin
3014	LIGHTNING	388	ElJicaralMixtec	taxa	taxa	t a ³ ʃ a ³	t a ³ ʃ a ³	³.³	taᴴtʃaᴴ	HH	A1	NA	Emily John-Martin
3069	NEAR	459	ElJicaralMixtec	yachin	yachin	j a ³ tʃ ĩ ³	j a ³ tʃ ĩ ³	³.³	jeᴴtĩᴴ	HH	A1	NA	Emily John-Martin
3077	NOW OR TODAY	501	ElJicaralMixtec	vichin	vichin	β i ³ tʃ ĩ ³	β i ³ tʃ ĩ ³	³.³	wiᴴtĩᴴ	HH	A1	NA	Emily John-Martin
3037	ONE	507	ElJicaralMixtec	iin	iin	i ³ ĩ ³	i ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	Emily John-Martin
12416	SHEEP	642	ElJicaralMixtec	lanchi	lanchi	l a ³ ⁿtʃ i ³	l a ³ ⁿtʃ i ³	³.³	NA	HH	A1	NA	Emily John-Martin
3055	SMALL (SINGULAR)	674	ElJicaralMixtec	lo'o	lo'o	l o ³ ʔ o ³	l o ³ ʔ o ³	³.³	luᴴʔuᴴ	HH	A1	NA	Emily John-Martin
3067	UGLY	812	ElJicaralMixtec	kini	kini	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	Emily John-Martin
3088	WHEN	840	ElJicaralMixtec	ama	ama	a ³ m a ³	a ³ m a ³	³.³	aᴴwãᴴ	HH	A1	NA	Emily John-Martin
3036	WHITE	843	ElJicaralMixtec	yaa	yaa	j a ³ a ³	j a ³ a ³	³.³	jaᴴaᴴ	HH	A1	NA	Emily John-Martin
3084	WORKING OR WORK	870	ElJicaralMixtec	chiñu	chiñu	tʃ i ³ ɲ u ³	tʃ i ³ ɲ u ³	³.³	tiᴴjõᴴ	HH	A1	NA	Emily John-Martin
22311	CAT	87	IxpantepecNievesMixtec	chítò	chítò	tʃ i ⁵ t o ¹	tʃ i ⁵ t o ¹	⁵.¹	NA	HH	A1		carroll2015ixpantepec
22235	HOUSE	363	IxpantepecNievesMixtec	vē’ē	vē’ē	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	carroll2015ixpantepec
22254	ONE	507	IxpantepecNievesMixtec	īīn	īīn	i ³ ĩ ³	i ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	carroll2015ixpantepec
22289	UGLY	812	IxpantepecNievesMixtec	kīnī	kīnī	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	carroll2015ixpantepec
22295	WORKING OR WORK	870	IxpantepecNievesMixtec	chīñō	chīñō	tʃ i ³ ɲ o ³	tʃ i ³ ɲ o ³	³.³	tiᴴjõᴴ	HH	A1	NA	carroll2015ixpantepec
6342	HOUSE	363	LaBateaMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	oxnard2020
16096	LIGHTNING	388	LaBateaMixtec	tatsa	tatsa	t a ³ ts a ³	t a ³ ts a ³	³.³	taᴴtʃaᴴ	HH	A1	NA	oxnard2020
8215	NEAR	459	LaBateaMixtec	yachi	yachi	j a ³ tʃ i ³	j a ³ tʃ i ³	³.³	jeᴴtĩᴴ	HH	A1	NA	oxnard2020
9373	NOW OR TODAY	501	LaBateaMixtec	vichi	vichi	β i ³ tʃ i ³	β i ³ tʃ i ³	³.³	wiᴴtĩᴴ	HH	A1	NA	oxnard2020
18487	ONE	507	LaBateaMixtec	iin	iin	i ³ ĩ ³	i ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	oxnard2020
8097	UGLY	812	LaBateaMixtec	kini	kini	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	oxnard2020
18370	WHITE	843	LaBateaMixtec	yaa	yaa	j a ³ a ³	j a ³ a ³	³.³	jaᴴaᴴ	HH	A1	NA	oxnard2020
10189	WORKING OR WORK	870	LaBateaMixtec	chuun	chuun	tʃ ũ ³ ũ ³	tʃ ũ ³ ũ ³	³.³	tiᴴjõᴴ	HH	A1	NA	oxnard2020
4557	HALF	314	MagdalenaPenascoMixtec	sava	sava	s a ³ β a ³	s a ³ β a ³	³.³	saᴴwaᴴ	HH	A1	NA	hollenbach2017diccionario
3646	HOUSE	363	MagdalenaPenascoMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	hollenbach2017diccionario
3745	LIGHTNING	388	MagdalenaPenascoMixtec	tajan	tajan	t a ³ h ã ³	t a ³ h ã ³	³.³	taᴴtʃaᴴ	HH	A1	NA	hollenbach2017diccionario
4384	LOOSE	407	MagdalenaPenascoMixtec	ta'ya	ta'ya	t a ³ ʔ ʒ a ³	t a ³ ʔ ʒ a ³	³.³	taᴴjaᴴ	HH	A1	NA	hollenbach2017diccionario
4400	NEAR	459	MagdalenaPenascoMixtec	yatni	yatni	ʒ a ³ tⁿ i ³	ʒ a ³ tⁿ i ³	³.³	jeᴴtĩᴴ	HH	A1	NA	hollenbach2017diccionario
4498	NOW OR TODAY	501	MagdalenaPenascoMixtec	vitna	vitna	β i ³ tⁿ a ³	β i ³ tⁿ a ³	³.³	wiᴴtĩᴴ	HH	A1	NA	hollenbach2017diccionario
5624	UGLY	812	MagdalenaPenascoMixtec	kini	kini	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	hollenbach2017diccionario
8299	WHEN	840	MagdalenaPenascoMixtec	ama	ama	a ³ m a ³	a ³ m a ³	³.³	aᴴwãᴴ	HH	A1	NA	hollenbach2017diccionario
3768	WHITE	843	MagdalenaPenascoMixtec	yaa	yaa	ʒ a ³ a ³	ʒ a ³ a ³	³.³	jaᴴaᴴ	HH	A1	NA	hollenbach2017diccionario
4568	WORKING OR WORK	870	MagdalenaPenascoMixtec	tniñu	tniñu	tⁿ i ³ ɲ u ³	tⁿ i ³ ɲ u ³	³.³	tiᴴjõᴴ	HH	A1	NA	hollenbach2017diccionario
21947	YESTERDAY	879	MagdalenaPenascoMixtec	iku	iku	i ³ k u ³	i ³ k u ³	³.³	iᴴkuᴴ	HH	A1	NA	hollenbach2017diccionario
15296	CAT	87	PiedraAzulMixtec	chújtu	chújtu	tʃ u ⁵ h t u ³	tʃ u ⁵ h t u ³	⁵.³	NA	HH	A1		oxnard2020
12578	HOUSE	363	PiedraAzulMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	oxnard2020
19469	LIGHTNING	388	PiedraAzulMixtec	taxa	taxa	t a ³ ʃ a ³	t a ³ ʃ a ³	³.³	taᴴtʃaᴴ	HH	A1	NA	oxnard2020
19725	NEAR	459	PiedraAzulMixtec	yatsin	yatsin	j a ³ ts ĩ ³	j a ³ ts ĩ ³	³.³	jeᴴtĩᴴ	HH	A1	NA	oxnard2020
19770	NOW OR TODAY	501	PiedraAzulMixtec	vitsin	vitsin	β i ³ ts ĩ ³	β i ³ ts ĩ ³	³.³	wiᴴtĩᴴ	HH	A1	NA	oxnard2020
19578	ONE	507	PiedraAzulMixtec	iin	iin	i ³ ĩ ³	i ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	oxnard2020
15907	SHEEP	642	PiedraAzulMixtec	lanchi	lanchi	l a ³ ⁿtʃ i ³	l a ³ ⁿtʃ i ³	³.³	NA	HH	A1	NA	oxnard2020
19664	SMALL (SINGULAR)	674	PiedraAzulMixtec	lo'o	lo'o	l o ³ ʔ o ³	l o ³ ʔ o ³	³.³	luᴴʔuᴴ	HH	A1	NA	oxnard2020
19717	UGLY	812	PiedraAzulMixtec	kini	kini	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	oxnard2020
19573	WHITE	843	PiedraAzulMixtec	yaa	yaa	j a ³ a ³	j a ³ a ³	³.³	jaᴴaᴴ	HH	A1	NA	oxnard2020
19798	WORKING OR WORK	870	PiedraAzulMixtec	chiñu	chiñu	tʃ i ³ ɲ u ³	tʃ i ³ ɲ u ³	³.³	tiᴴjõᴴ	HH	A1	NA	oxnard2020
15097	HOUSE	363	SanAgustinChayucoMixtec	ƀēʔē	ƀēʔē	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	durr1987preliminary
4876	NOW OR TODAY	501	SanAgustinChayucoMixtec	ƀītʸī	ƀītʸī	β i ³ tʲ i ³	β i ³ tʲ i ³	³.³	wiᴴtĩᴴ	HH	A1	NA	durr1987preliminary
11120	ONE	507	SanAgustinChayucoMixtec	ī̧ī̧	ī̧ī̧	ɨ̃ ³ ɨ̃ ³	ɨ̃ ³ ɨ̃ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	durr1987preliminary
14683	CAT	87	SanAndresYutatioMixtec	chitó	chitó	tʃ i ³ t o ⁵	tʃ i ³ t o ⁵	³.⁵	NA	HH	A1	NA	williams2017diccionario
11471	HOUSE	363	SanAndresYutatioMixtec	ve'e	ve'e	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	williams2017diccionario
21493	LIGHTNING	388	SanAndresYutatioMixtec	tasa	tasa	t a ³ s a ³	t a ³ s a ³	³.³	taᴴtʃaᴴ	HH	A1	NA	williams2017diccionario
21547	NEAR	459	SanAndresYutatioMixtec	yati	yati	j a ³ t i ³	j a ³ t i ³	³.³	jeᴴtĩᴴ	HH	A1	NA	williams2017diccionario
21555	NOW OR TODAY	501	SanAndresYutatioMixtec	viti	viti	β i ³ t i ³	β i ³ t i ³	³.³	wiᴴtĩᴴ	HH	A1	NA	williams2017diccionario
21533	SMALL (SINGULAR)	674	SanAndresYutatioMixtec	ló'o̠	ló'o̠	l o ⁵ ʔ o ¹	l o ⁵ ʔ o ¹	⁵.¹	luᴴʔuᴴ	HH	A1	irregular, expected 3.3	williams2017diccionario
21545	UGLY	812	SanAndresYutatioMixtec	kini	kini	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	williams2017diccionario
21564	WORKING OR WORK	870	SanAndresYutatioMixtec	choon	choon	tʃ õ ³ õ ³	tʃ õ ³ õ ³	³.³	tiᴴjõᴴ	HH	A1	NA	williams2017diccionario
5480	HOUSE	363	SanEstebanAtatlahucaMixtec	vehe	vehe	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	alexander1980gramatica
16888	NEAR	459	SanEstebanAtatlahucaMixtec	yajni	yajni	ʒ a ³ n̥ i ³	ʒ a ³ n̥ i ³	³.³	jeᴴtĩᴴ	HH	A1	NA	alexander1980gramatica
18355	NOW OR TODAY	501	SanEstebanAtatlahucaMixtec	vijna	vijna	β i ³ n̥ a ³	β i ³ n̥ a ³	³.³	wiᴴtĩᴴ	HH	A1	NA	alexander1980gramatica
13681	ONE	507	SanEstebanAtatlahucaMixtec	ī̧ī̧	ī̧ī̧	ĩ ³ ĩ ³	ĩ ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	durr1987preliminary
8270	SHEEP	642	SanEstebanAtatlahucaMixtec	lanchi	lanchi	l a ³ ⁿtʃ i ³	l a ³ ⁿtʃ i ³	³.³	NA	HH	A1	NA	alexander1980gramatica
305	WORKING OR WORK	870	SanEstebanAtatlahucaMixtec	jniñu	jniñu	n̥ i ³ ɲ u ³	n̥ i ³ ɲ u ³	³.³	tiᴴjõᴴ	HH	A1	NA	alexander1980gramatica
18122	YESTERDAY	879	SanEstebanAtatlahucaMixtec	icu	icu	i ³ k u ³	i ³ k u ³	³.³	iᴴkuᴴ	HH	A1	NA	alexander1980gramatica
11600	CAT	87	SanJeronimoProgresoMixtec	chító	chító	tʃ i ⁵ t o ⁵	tʃ i ⁵ t o ⁵	⁵.⁵	NA	HH	A1	NA	shields1988syntactic
4323	HALF	314	SanJeronimoProgresoMixtec	xāvā	xāvā	h a ³ β a ³	h a ³ β a ³	³.³	saᴴwaᴴ	HH	A1	NA	shields1988syntactic
10180	HOUSE	363	SanJeronimoProgresoMixtec	vēhē	vēhē	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	shields1988syntactic
19300	NEAR	459	SanJeronimoProgresoMixtec	yātī	yātī	ʒ a ³ t i ³	ʒ a ³ t i ³	³.³	jeᴴtĩᴴ	HH	A1	NA	shields1988syntactic
3803	NOW OR TODAY	501	SanJeronimoProgresoMixtec	vītī	vītī	β i ³ t i ³	β i ³ t i ³	³.³	wiᴴtĩᴴ	HH	A1	NA	shields1988syntactic
4735	ONE	507	SanJeronimoProgresoMixtec	ī̧ī̧	ī̧ī̧	ĩ ³ ĩ ³	ĩ ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	durr1987preliminary
11961	SHEEP	642	SanJeronimoProgresoMixtec	lānchī	lānchī	l a ³ ⁿtʃ i ³	l a ³ ⁿtʃ i ³	³.³	NA	HH	A1	NA	shields1988syntactic
18290	SMALL (SINGULAR)	674	SanJeronimoProgresoMixtec	lōhō	lōhō	l o ³ ʔ o ³	l o ³ ʔ o ³	³.³	luᴴʔuᴴ	HH	A1	NA	shields1988syntactic
19181	UGLY	812	SanJeronimoProgresoMixtec	kīnī	kīnī	k i ³ n i ³	k i ³ n i ³	³.³	kiᴴniᴴ	HH	A1	NA	shields1988syntactic
16368	WHITE	843	SanJeronimoProgresoMixtec	yāā	yāā	ʒ a ³ a ³	ʒ a ³ a ³	³.³	jaᴴaᴴ	HH	A1	NA	shields1988syntactic
4336	WORKING OR WORK	870	SanJeronimoProgresoMixtec	chūūn	chūūn	tʃ ũ ³ ũ ³	tʃ ũ ³ ũ ³	³.³	tiᴴjõᴴ	HH	A1	NA	shields1988syntactic
3891	HOUSE	363	SanJeronimoXayacatlanMixtec	ƀēʔē	ƀēʔē	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	durr1987preliminary
4382	NOW OR TODAY	501	SanJeronimoXayacatlanMixtec	ƀīčī	ƀīčī	β i ³ tʃ i ³	β i ³ tʃ i ³	³.³	wiᴴtĩᴴ	HH	A1	NA	durr1987preliminary
5325	ONE	507	SanJeronimoXayacatlanMixtec	ī̧ī̧	ī̧ī̧	ĩ ³ ĩ ³	ĩ ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	durr1987preliminary
5978	WORKING OR WORK	870	SanJeronimoXayacatlanMixtec	čū̧ū̧	čū̧ū̧	tʃ ũ ³ ũ ³	tʃ ũ ³ ũ ³	³.³	tiᴴjõᴴ	HH	A1	NA	durr1987preliminary
4344	YESTERDAY	879	SanJeronimoXayacatlanMixtec	īkū	īkū	i ³ k u ³	i ³ k u ³	³.³	iᴴkuᴴ	HH	A1	NA	durr1987preliminary
1616	HOUSE	363	SanJuanCoatzospamMixtec	ƀìʔì	ƀìʔì	β i ¹ ʔ i ¹	β i ¹ ʔ i ¹	¹.¹	weᴴʔjiᴴ	HH	A1	NA	durr1987preliminary
14070	WORKING OR WORK	870	SanJuanCoatzospamMixtec	ȼìñù	ȼìñù	ts i ¹ ɲ u ¹	ts i ¹ ɲ u ¹	¹.¹	tiᴴjõᴴ	HH	A1	NA	durr1987preliminary
1773	HALF	314	SanJuanColoradoMixtec	sava	sava	s a ³ β a ³	s a ³ β a ³	³.³	saᴴwaᴴ	HH	A1	NA	stark1986diccionario
1687	HOUSE	363	SanJuanColoradoMixtec	vehe	vehe	β e ³ ʔ e ³	β e ³ ʔ e ³	³.³	weᴴʔjiᴴ	HH	A1	NA	stark1986diccionario
8267	NEAR	459	SanJuanColoradoMixtec	yatyin	yatyin	j a ³ tʲ ĩ ³	j a ³ tʲ ĩ ³	³.³	jeᴴtĩᴴ	HH	A1	NA	stark1986diccionario
8718	NOW OR TODAY	501	SanJuanColoradoMixtec	vityin	vityin	β i ³ tʲ ĩ ³	β i ³ tʲ ĩ ³	³.³	wiᴴtĩᴴ	HH	A1	NA	stark1986diccionario
6799	ONE	507	SanJuanColoradoMixtec	iin	iin	i ³ ĩ ³	i ³ ĩ ³	³.³	ɨᴴɨ̃ᴴ	HH	A1	NA	stark1986diccionario
1778	WHEN	840	SanJuanColoradoMixtec	ámá	ámá	a ⁵ m a ⁵	a ⁵ m a ⁵	⁵.⁵	aᴴwãᴴ	HH	A1	irregular, expected 3.3	stark1986diccionario
